"drug","method","selection","n_selected_genes","n_cosmic_in_selected","n_cosmic_in_universe","odds_ratio","odds_ratio_ha","p_value","cosmic_genes_found","p_adj_bh"
"CP466722","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"CDK6;LRP1B;MECOM;NDRG1;PTEN",0.000969918303690561
"CP466722","EN","freq25",360,32,545,8.09284316147531,8.20000770668362,7.51860180551929e-18,"AKT1;BCL11A;BRAF;CCND3;CDH10;CDK6;CTNNB1;CTNND2;DDX5;ERBB3;ETNK1;GNAS;KDM5C;KMT2A;KMT2D;MAP2K1;MAPK1;MLH1;MYC;NDRG1;NFE2L2;NOTCH1;NT5C2;PIK3R1;POLG;PTEN;RB1;SALL4;SRC;SUZ12;TP53;XPO1",3.32071579743769e-16
"CP466722","EN","freq50",99,12,545,11.0727703693658,11.4611059044049,4.64323196283921e-09,"AKT1;BRAF;CTNNB1;KMT2D;MAPK1;MYC;NDRG1;NOTCH1;PIK3R1;PTEN;RB1;SRC",5.85931652453519e-08
"CP466722","EN","freq75",36,8,545,22.7812833863568,23.7822439820481,1.29767084617191e-08,"CTNNB1;KMT2D;MAPK1;NDRG1;PIK3R1;PTEN;RB1;SRC",6.8776554847111e-07
"CP466722","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"DDX5;KMT2D;MYC;NOTCH1;NT5C2;POLG;WT1",2.05845828099622e-05
"Midostaurin","DSEN","freq25",139,9,545,5.52280647963761,5.80184108008127,6.99343153462128e-05,"B2M;BRAF;CCND2;CDKN1A;ETNK1;EXT2;FCRL4;MYH9;WWTR1",0.000276605874130543
"Midostaurin","DSEN","freq50",23,2,545,7.51826339582865,9.17128431141824,0.0334157595109815,"BRAF;WWTR1",0.10541876512393
"Midostaurin","DSEN","freq75",5,2,545,52.6641033315682,56.3615455381785,0.00153275219353312,"BRAF;WWTR1",0.0213778595413831
"Midostaurin","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"B2M;BRAF;CCND2;CDKN1A;WWTR1",0.000969918303690561
"Midostaurin","EN","freq25",163,10,545,5.22057137237964,5.45896404164272,4.4279378010248e-05,"BRAF;CCND2;CDKN1A;EXT2;FOXR1;LEF1;MYH9;TP53;U2AF1;WWTR1",8.75674266620576e-05
"Midostaurin","EN","freq50",33,2,545,5.09093496538271,6.25830522334662,0.0642831000093478,"BRAF;WWTR1",0.106468884390482
"Midostaurin","EN","freq75",7,2,545,31.562966672767,35.8647654093836,0.00316553868715281,"BRAF;WWTR1",0.0133153611443729
"Midostaurin","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"FOXR1;U2AF1",0.156041294615249
"CHIR-99021_repl_154","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021_repl_154","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021_repl_154","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021_repl_154","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"JUN;SND1;WWTR1",0.0335160617475657
"CHIR-99021_repl_154","EN","freq25",3,0,545,0,11.230980751604,1,"",1
"CHIR-99021_repl_154","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021_repl_154","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CHIR-99021_repl_154","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"CCND1;TRIM27",0.156041294615249
"Ponatinib","DSEN","freq25",4,0,545,0,8.73500356451777,1,"",1
"Ponatinib","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"Ponatinib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Ponatinib","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CDH1;FBLN2;RB1",0.0335160617475657
"Ponatinib","EN","freq25",114,11,545,8.55683197027755,8.89418979316079,2.20702640384168e-07,"ASXL1;BAX;BMPR1A;CREBBP;CTNNB1;ID3;MYC;NOTCH1;NT5C2;PIK3R1;WT1",6.28883867761339e-07
"Ponatinib","EN","freq50",24,3,545,11.2941231996165,12.8634658664666,0.00326847195801541,"ASXL1;MYC;NT5C2",0.00727852999053851
"Ponatinib","EN","freq75",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"NT5C2",0.138588555385751
"Ponatinib","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"ASXL1;BMPR1A;CREBBP;ID3;MYC;NOTCH1;NT5C2",2.05845828099622e-05
"AZD6482_repl_156","DSEN","freq25",121,11,545,8.00981167650225,8.32939398685286,4.04729722303753e-07,"AKT1;CDKN1A;KDR;KIT;MSH2;MYH9;NCOR2;PDGFRA;PTEN;SRC;WWTR1",3.45978633582241e-06
"AZD6482_repl_156","DSEN","freq50",27,5,545,18.0355570719333,19.3866378867304,1.96248323261157e-05,"AKT1;MYH9;NCOR2;PTEN;WWTR1",0.000226112198540029
"AZD6482_repl_156","DSEN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"AKT1",0.0898712586829923
"AZD6482_repl_156","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"AKT1;KIT;MYH9;NCOR2;PTEN;WWTR1",0.000135308025439973
"AZD6482_repl_156","EN","freq25",1,0,545,0,26.2068438741216,1,"",1
"AZD6482_repl_156","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"AZD6482_repl_156","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"AZD6482_repl_156","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"BCL2L12;CCND3;CDK4;DICER1;EZH2",0.00122341967851878
"JNK-9L","DSEN","freq25",128,8,545,5.30948758397464,5.61277236321529,0.000223945627112916,"CCND2;CTNNB1;GATA3;LCK;MTOR;RB1;SRC;YWHAE",0.000751210014999022
"JNK-9L","DSEN","freq50",21,3,545,13.1793734694043,14.9504795117698,0.00220847378829761,"LCK;MTOR;SRC",0.0125876349053189
"JNK-9L","DSEN","freq75",5,0,545,0,7.14665444546288,1,"",1
"JNK-9L","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"CCND2;GATA3;LCK;MTOR;RB1;SRC",0.000135308025439973
"JNK-9L","EN","freq25",233,15,545,5.53906822355911,5.70587956183127,3.18324853834385e-07,"ARHGEF12;CCND2;FANCA;GATA3;GNAS;KMT2D;LCK;MALT1;MTOR;MYC;NT5C2;RB1;SRC;TP53;YWHAE",8.8795880280118e-07
"JNK-9L","EN","freq50",38,6,545,14.9078884574447,15.8874884151993,7.45548153203702e-06,"FANCA;LCK;MTOR;MYC;RB1;SRC",3.12423467898561e-05
"JNK-9L","EN","freq75",5,0,545,0,7.14665444546288,1,"",1
"JNK-9L","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"FANCA;MALT1;MYC",0.0377295095101168
"PF-562271","DSEN","freq25",125,11,545,7.7283390743023,8.03765915988905,5.61938278859766e-07,"BRAF;CCND2;MYB;MYH9;NCOR1;OLIG2;SMAD3;SMAD4;TSC2;WT1;WWTR1",4.37981305581876e-06
"PF-562271","DSEN","freq50",18,1,545,4.63596356183333,6.74876033057851,0.203349291465712,"BRAF",0.41451970952626
"PF-562271","DSEN","freq75",4,1,545,26.2528009503212,33.7548209366391,0.0492570741523153,"BRAF",0.229002186848483
"PF-562271","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"BRAF;MYB;MYH9;SMAD3",0.00588945112474559
"PF-562271","EN","freq25",155,10,545,5.50999753282302,5.76019136176807,2.8828817198171e-05,"BRAF;CSF3R;DNM2;LRP1B;MYH9;NCOR1;SMAD3;TP53;WT1;WWTR1",5.92219888179483e-05
"PF-562271","EN","freq50",22,2,545,7.893735788447,9.6188884151951,0.0307610494366987,"BRAF;TP53",0.0554535925219398
"PF-562271","EN","freq75",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"BRAF",0.138588555385751
"PF-562271","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"DNM2",0.500432762988498
"HG6-64-1","DSEN","freq25",17,1,545,4.92496080714273,7.15794306703398,0.193221824503169,"WWTR1",0.29259304853337
"HG6-64-1","DSEN","freq50",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"WWTR1",0.174207134063679
"HG6-64-1","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"HG6-64-1","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"BAP1;CCND1;FCRL4;GATA3;WWTR1",0.000969918303690561
"HG6-64-1","EN","freq25",280,19,545,5.89879006483612,6.0374619361235,3.68120460324857e-09,"ASXL1;BRAF;CCND3;CDH1;CDH17;CDKN2A;ELF4;ELK4;FCRL4;GATA3;ID3;KMT2A;MYC;NOTCH1;NT5C2;RB1;TP53;TSC1;WWTR1",1.45599883561324e-08
"HG6-64-1","EN","freq50",71,12,545,16.3397425169985,16.865593472628,8.83766974643523e-11,"ASXL1;CCND3;CDH1;CDH17;CDKN2A;GATA3;KMT2A;MYC;NT5C2;RB1;TP53;WWTR1",3.34568926115048e-09
"HG6-64-1","EN","freq75",15,3,545,19.7831813264482,22.1298064516129,0.000798978133015427,"ASXL1;NT5C2;RB1",0.00423458410498176
"HG6-64-1","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"ASXL1;CCND3;ID3;MYC;NT5C2;U2AF1",0.000164144162009147
"JQ1_repl_163","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"JQ1_repl_163","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"JQ1_repl_163","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"JQ1_repl_163","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"ARHGEF12;CCND1;CCND2;MTOR;PREX2",0.000969918303690561
"JQ1_repl_163","EN","freq25",28,4,545,13.2018859141534,14.5393747526712,0.000395272256734634,"CASP8;CCND2;CCND3;MYC",0.000684621882579594
"JQ1_repl_163","EN","freq50",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"CCND3",0.0652402742843425
"JQ1_repl_163","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"JQ1_repl_163","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CASP8;CCND3;MYC;NT5C2",0.00746615457546488
"JQ12","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"JQ12","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"JQ12","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"JQ12","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"JQ12","EN","freq25",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"CTNNB1;SRC",0.00353337120149302
"JQ12","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"JQ12","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"JQ12","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"CCND3;CD28;DICER1;ID3;WT1",0.00122341967851878
"DMOG","DSEN","freq25",48,6,545,11.3510969615417,12.1464209780298,2.9803658211248e-05,"AKT1;CCNE1;CDK6;ETV6;SRC;STAT3",0.00012738660364485
"DMOG","DSEN","freq50",12,2,545,15.7906477266947,18.7841153020546,0.00954398664329954,"SRC;STAT3",0.0395180696949122
"DMOG","DSEN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"SRC",0.182431137350661
"DMOG","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"AKT1;CDK6;SRC;STAT3",0.00588945112474559
"DMOG","EN","freq25",286,19,545,5.76544393250662,5.9012114918657,5.20824135634465e-09,"AKT1;APC;CCND3;CCR7;CIITA;CTNNB1;DICER1;ETV6;ID3;KMT2D;LCK;MAPK1;MYC;NOTCH1;PIK3CA;RHOA;RNF43;SRC;STAT3",2.02291739792692e-08
"DMOG","EN","freq50",59,7,545,10.7156980489169,11.363974001857,9.14639969818692e-06,"APC;CTNNB1;ETV6;LCK;MYC;SRC;STAT3",3.61760585077542e-05
"DMOG","EN","freq75",15,3,545,19.7831813264482,22.1298064516129,0.000798978133015427,"APC;MYC;SRC",0.00423458410498176
"DMOG","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"APC;CCND3;ID3;MYC;NOTCH1;RHOA",0.000164144162009147
"FTI-277","DSEN","freq25",23,3,545,11.8629172896472,13.4912667191188,0.00288659365672863,"BRAF;KDR;WWTR1",0.00721648414182157
"FTI-277","DSEN","freq50",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"WWTR1",0.154427247429837
"FTI-277","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"FTI-277","DSEN","top50",50,9,545,17.5422466173562,18.2823184630414,1.14567260110989e-08,"BRAF;CDKN1A;ERBB2;JUN;KDR;KIT;MAP2K1;MYH9;WWTR1",2.76002944812837e-07
"FTI-277","EN","freq25",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"MYB;WWTR1",0.00353337120149302
"FTI-277","EN","freq50",1,1,545,Inf,236.300275482094,0.012548062533097,"MYB",0.0244502689064023
"FTI-277","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"FTI-277","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"ARID2;GNAQ;MYB;NRAS;POU2AF1",0.00122341967851878
"OSU-03012","DSEN","freq25",202,9,545,3.71443759019047,3.90710437783413,0.00110124929629452,"ARHGAP26;BAP1;CDKN2A;LCK;MET;MSH2;NDRG1;RB1;ZNF521",0.00324256737242276
"OSU-03012","DSEN","freq50",33,1,545,2.46177412822041,3.6326764144946,0.340887173682231,"NDRG1",0.659380299458329
"OSU-03012","DSEN","freq75",7,0,545,0,5.24063550259701,1,"",1
"OSU-03012","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"MSH2;NDRG1",0.158188651880597
"OSU-03012","EN","freq25",358,14,545,3.26052605731875,3.36913901696734,0.000202564624469585,"CDKN2A;CREBBP;EXT1;KMT2C;KMT2D;KRAS;MN1;NCOR1;NDRG1;RAC1;RB1;SETD1B;TP63;ZNF521",0.000375381996394685
"OSU-03012","EN","freq50",56,2,545,2.92144700704737,3.61524438105045,0.156009320208846,"KMT2D;RB1",0.233573276018893
"OSU-03012","EN","freq75",11,2,545,17.542963051012,20.7618747881664,0.00801953945548264,"KMT2D;RB1",0.0291120267904507
"OSU-03012","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"RB1",0.500432762988498
"Shikonin","DSEN","freq25",22,3,545,12.4860277287968,14.1834574028122,0.00253351374890639,"FGFR2;MAP2K1;SRC",0.00651826352873974
"Shikonin","DSEN","freq50",4,0,545,0,8.73500356451777,1,"",1
"Shikonin","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Shikonin","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CCND2;FGFR2;MAP2K1;SRC",0.00588945112474559
"Shikonin","EN","freq25",169,9,545,4.48382440362471,4.71407501604086,0.000306214149007589,"CCND3;FGFR2;GATA3;MAP2K1;MYC;NFE2L2;RAC1;RB1;SRC",0.000544609056959806
"Shikonin","EN","freq50",29,3,545,9.12297147881719,10.4351795496044,0.00563349685381663,"CCND3;MYC;RAC1",0.0122366939857492
"Shikonin","EN","freq75",4,0,545,0,8.73500356451777,1,"",1
"Shikonin","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CCND3;MYC;RAC1",0.0377295095101168
"AKT inhibitor VIII","DSEN","freq25",150,13,545,7.62475481879867,7.88247887323944,6.35760873593839e-08,"AR;BAX;BCL2;BRAF;ERBB2;ESR1;EXT1;KDR;KIT;MAP2K1;RAF1;ROBO2;SUFU",7.01985964593198e-07
"AKT inhibitor VIII","DSEN","freq50",41,7,545,16.3957852243556,17.3002704775746,7.32415515170373e-07,"AR;BCL2;ERBB2;EXT1;KDR;MAP2K1;ROBO2",2.77271587885927e-05
"AKT inhibitor VIII","DSEN","freq75",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"ERBB2;MAP2K1",0.0262698467589264
"AKT inhibitor VIII","DSEN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"AR;BCL2;ERBB2;EXT1;KDR;MAP2K1;ROBO2",1.73825365950792e-05
"AKT inhibitor VIII","EN","freq25",10,3,545,33.894286338391,36.887311827957,0.000220806189166719,"ERBB2;EXT1;PIK3CA",0.000398051973667894
"AKT inhibitor VIII","EN","freq50",1,1,545,Inf,236.300275482094,0.012548062533097,"PIK3CA",0.0244502689064023
"AKT inhibitor VIII","EN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"PIK3CA",0.0386655415264037
"AKT inhibitor VIII","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"PIK3CA;QKI",0.156041294615249
"Embelin","DSEN","freq25",91,5,545,4.60842514495424,5.03523819199735,0.00586699758367863,"ARHGAP26;KIT;MAP2K1;SMAD4;WWTR1",0.012743888194056
"Embelin","DSEN","freq50",17,2,545,10.5251946201735,12.7232394575185,0.018870271135513,"MAP2K1;WWTR1",0.0617360722334686
"Embelin","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"Embelin","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ARHGAP26;KIT;MAP2K1;WWTR1",0.00588945112474559
"Embelin","EN","freq25",178,12,545,5.79360511882434,6.01198668208978,2.9700668673779e-06,"ARHGAP26;BRAF;CDKN2A;ID3;KIT;KMT2D;MACC1;MAP2K1;RB1;SMAD4;TNFRSF14;WWTR1",7.2876640727328e-06
"Embelin","EN","freq50",22,3,545,12.4860277287968,14.1834574028122,0.00253351374890639,"BRAF;KIT;WWTR1",0.00578776847810511
"Embelin","EN","freq75",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"WWTR1",0.161141599008903
"Embelin","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"BRAF;ID3;RB1",0.0377295095101168
"FH535","DSEN","freq25",8,2,545,26.3002826982032,30.3464015285542,0.00418572073447178,"SMAD4;SMARCA4",0.00972996486521948
"FH535","DSEN","freq50",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"SMAD4",0.0796243791241832
"FH535","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"FH535","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"ERBB2;FGFR3;NF1;SMAD4;SMARCA4",0.000969918303690561
"FH535","EN","freq25",109,10,545,8.077625491024,8.43225933589516,1.2516827357899e-06,"ARHGAP26;BRAF;EED;ERBB2;MAP2K1;RB1;SIX1;SMAD4;SMARCA4;WWTR1",3.25192083317963e-06
"FH535","EN","freq50",11,4,545,45.2707678419971,47.5141274238227,7.5453214888709e-06,"ERBB2;RB1;SMAD4;WWTR1",3.12423467898561e-05
"FH535","EN","freq75",5,3,545,118.460517401118,110.674838709677,1.92841309484483e-05,"RB1;SMAD4;WWTR1",0.000189270174123659
"FH535","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"BRAF;EED;ELK4;RB1",0.00746615457546488
"PAC-1","DSEN","freq25",11,0,545,0,3.41748694855139,1,"",1
"PAC-1","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"PAC-1","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"PAC-1","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CCND1;NDRG1;TSC2",0.0335160617475657
"PAC-1","EN","freq25",76,5,545,5.58394651575588,6.09371664413293,0.00271474451887129,"KMT2D;MYC;NOTCH1;NUP98;RB1",0.00415842368497625
"PAC-1","EN","freq50",14,2,545,13.1569439630312,15.7779208831647,0.0129430633736891,"MYC;NOTCH1",0.0250358525111504
"PAC-1","EN","freq75",3,0,545,0,11.230980751604,1,"",1
"PAC-1","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"MYC;NOTCH1",0.156041294615249
"IPA-3","DSEN","freq25",74,2,545,2.19033487470671,2.71652444247058,0.237783929227995,"CDK6;RB1",0.352026487404574
"IPA-3","DSEN","freq50",20,0,545,0,1.91672441930652,1,"",1
"IPA-3","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"IPA-3","DSEN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"CDK6",0.534945367332532
"IPA-3","EN","freq25",255,15,545,5.02846123464734,5.18125527833351,9.9779938313124e-07,"BCOR;CDK6;CTNNB1;FANCA;FGFR3;FOXR1;ID3;KMT2D;MAPK1;MYC;NOTCH1;PTEN;RB1;SRC;TET2",2.67087713666443e-06
"IPA-3","EN","freq50",56,7,545,11.3702204078612,12.0535437944909,6.4227903079797e-06,"CTNNB1;FGFR3;FOXR1;KMT2D;MYC;RB1;SRC",2.79022857641741e-05
"IPA-3","EN","freq75",13,4,545,35.2112012999753,37.5094037031637,1.60249539585309e-05,"CTNNB1;KMT2D;MYC;RB1",0.000169864511960427
"IPA-3","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"FGFR3;FOXR1;ID3;KMT2D;MYC;TET2",0.000164144162009147
"GSK650394","DSEN","freq25",25,1,545,3.28288698861523,4.81975600157418,0.270775883548449,"BRAF",0.396439829504636
"GSK650394","DSEN","freq50",7,1,545,13.1345969378807,18.1744013562195,0.0846038210159644,"BRAF",0.198407190878147
"GSK650394","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"GSK650394","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"BRAF;MALT1",0.158188651880597
"GSK650394","EN","freq25",19,1,545,4.37775998507687,6.38381356563175,0.213349858922839,"BRAF",0.265435270490856
"GSK650394","EN","freq50",4,1,545,26.2528009503212,33.7548209366391,0.0492570741523153,"BRAF",0.0836738759638689
"GSK650394","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"GSK650394","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"CBL",0.500432762988498
"BAY-61-3606","DSEN","freq25",104,3,545,2.34471797380803,2.71968854282536,0.142823433117202,"NRG1;PTEN;ZFHX3",0.225479627624783
"BAY-61-3606","DSEN","freq50",15,2,545,12.1458803037966,14.6088452758186,0.0148113841799465,"NRG1;PTEN",0.0516449579958662
"BAY-61-3606","DSEN","freq75",4,0,545,0,8.73500356451777,1,"",1
"BAY-61-3606","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"MSI2;NRG1;PTEN;ZFHX3",0.00588945112474559
"BAY-61-3606","EN","freq25",276,15,545,4.62247630044643,4.76282341238018,2.65814489647772e-06,"CDH17;CTNNB1;EP300;ID3;IRS4;KMT2D;LCK;MLH1;MYC;NRG1;POT1;PTEN;RB1;SRC;TP53",6.64536224119429e-06
"BAY-61-3606","EN","freq50",52,5,545,8.43860570375812,9.17778859730269,0.000488207739719418,"CTNNB1;KMT2D;LCK;MYC;PTEN",0.00132015358189434
"BAY-61-3606","EN","freq75",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"MYC",0.138588555385751
"BAY-61-3606","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ID3;MYC;SMARCE1",0.0377295095101168
"5-Fluorouracil","DSEN","freq25",58,6,545,9.16806262835799,9.83052208835341,8.8425754679017e-05,"KEAP1;MET;NDRG1;PTEN;TP53;WWTR1",0.000339606159274486
"5-Fluorouracil","DSEN","freq50",17,2,545,10.5251946201735,12.7232394575185,0.018870271135513,"TP53;WWTR1",0.0617360722334686
"5-Fluorouracil","DSEN","freq75",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"WWTR1",0.311886965823684
"5-Fluorouracil","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"MET;NDRG1;PTEN;TP53;WWTR1",0.000969918303690561
"5-Fluorouracil","EN","freq25",275,18,545,5.66510593465499,5.80634242856486,1.65474689217515e-08,"ATP1A1;BAX;CHEK2;CTNNB1;FES;IKZF1;KEAP1;KMT2D;LCK;MET;PTEN;RAF1;RB1;SLC34A2;SYK;TET2;TP53;WWTR1",5.76984113718968e-08
"5-Fluorouracil","EN","freq50",69,9,545,11.9844060979681,12.5352029145133,2.09806593332071e-07,"BAX;CTNNB1;KMT2D;MET;PTEN;SLC34A2;TET2;TP53;WWTR1",1.5026688441351e-06
"5-Fluorouracil","EN","freq75",16,4,545,26.3958698443875,28.5051523545706,3.95882157362108e-05,"CTNNB1;KMT2D;TET2;TP53",0.000349695905669862
"5-Fluorouracil","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"FES;KMT2D;SLC34A2;TET2;TP53",0.00122341967851878
"Thapsigargin","DSEN","freq25",127,6,545,3.93422848777217,4.24091427438148,0.00547758399752464,"GATA3;KIT;PML;SMAD4;SRC;STAT3",0.0123378236881108
"Thapsigargin","DSEN","freq50",22,1,545,3.75228132331343,5.49266448843616,0.24260593736812,"GATA3",0.479780398526506
"Thapsigargin","DSEN","freq75",3,0,545,0,11.230980751604,1,"",1
"Thapsigargin","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"GATA3;KIT;PML;STAT3",0.00588945112474559
"Thapsigargin","EN","freq25",32,2,545,5.26137951253897,6.4636463721779,0.0608784557310908,"KIT;PML",0.0814787412562579
"Thapsigargin","EN","freq50",5,0,545,0,7.14665444546288,1,"",1
"Thapsigargin","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Thapsigargin","EN","top50",50,0,545,0,0.77753174034177,1,"",1
"Obatoclax Mesylate","DSEN","freq25",25,0,545,0,1.54071637821031,1,"",1
"Obatoclax Mesylate","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"Obatoclax Mesylate","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Obatoclax Mesylate","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"AKT1;CCND1;ZNF521",0.0335160617475657
"Obatoclax Mesylate","EN","freq25",221,18,545,7.18235490186363,7.3563981042654,5.22509812125809e-10,"ATM;BRAF;CTNNB1;ID3;KDR;KIT;KMT2D;LCK;MYC;NOTCH1;NRAS;PRDM2;PTPRB;RB1;SETD1B;SMAD3;SRC;TP63",2.4725910752382e-09
"Obatoclax Mesylate","EN","freq50",42,7,545,15.927761583711,16.8125465887245,8.69422723843946e-07,"NRAS;PTPRB;RB1;SETD1B;SMAD3;SRC;TP63",4.60794043637291e-06
"Obatoclax Mesylate","EN","freq75",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"RB1",0.225957724956467
"Obatoclax Mesylate","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"PTPRB;RB1;SETD1B;TP63",0.00746615457546488
